🐷綜合直播,#genre#
CCTV-3綜藝頻道,http://39.134.24.24/PLTV/88888888/224/3221226023/index.m3u8
CCTV-3綜藝頻道,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8 
CCTV-3綜藝頻道,http://39.134.24.24/PLTV/88888888/224/3221225630/index.m3u8
CCTV-3綜藝頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001009/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3綜藝頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3綜藝頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001839/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3綜藝頻道,http://111.20.33.70/PLTV/88888893/224/3221226398/index.m3u8
CCTV-3綜藝頻道,http://111.20.33.70/PLTV/88888893/224/3221226397/index.m3u8
CCTV-4中文國際頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4中文國際頻道,http://39.134.24.24/PLTV/88888888/224/3221225662/index.m3u8
CCTV-4中文國際頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4中文國際頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4中文國際頻道,http://111.20.33.70/PLTV/88888893/224/3221226191/index.m3u8
CCTV-4中文國際頻道,http://111.20.33.70/PLTV/88888893/224/3221226223/index.m3u8
CCTV-5體育頻道,http://111.20.33.70/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5體育頻道,http://39.134.24.24/PLTV/88888888/224/3221226015/index.m3u8
CCTV-5體育頻道,http://39.134.24.24/PLTV/88888888/224/3221226025/index.m3u8
CCTV-5體育頻道,http://39.134.24.24/PLTV/88888888/224/3221225758/index.m3u8
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001010/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001587/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001639/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001010/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001592/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001639/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://111.20.33.70/PLTV/88888893/224/3221226396/index.m3u8
CCTV-5體育頻道,http://111.20.33.70/PLTV/88888893/224/3221226342/index.m3u8
CCTV-5體育頻道,http://111.20.33.70/PLTV/88888893/224/3221226343/index.m3u8
CCTV-6電影頻道,http://39.134.24.24/PLTV/88888888/224/3221226027/index.m3u8
CCTV-6電影頻道,http://39.134.24.24/PLTV/88888888/224/3221225708/index.m3u8
CCTV-6電影頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6電影頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001588/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6電影頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6電影頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6電影頻道,http://111.20.33.70/PLTV/88888893/224/3221226394/index.m3u8
CCTV-6電影頻道,http://111.20.33.70/PLTV/88888893/224/3221226011/index.m3u8
CCTV-6電影頻道,http://111.20.33.70/PLTV/88888893/224/3221226393/index.m3u8
CCTV-7國防軍事頻道,http://39.134.24.24/PLTV/88888888/224/3221225855/index.m3u8
CCTV-7國防軍事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7國防軍事頻道,http://39.134.24.24/PLTV/88888888/224/3221225768/index.m3u8
CCTV-7國防軍事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7國防軍事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7國防軍事頻道,http://111.20.33.70/PLTV/88888893/224/3221226192/index.m3u8
CCTV-7國防軍事頻道,http://111.20.33.70/PLTV/88888893/224/3221226248/index.m3u8
CCTV-8電視劇頻道,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8 
CCTV-8電視劇頻道,http://39.134.24.24/PLTV/88888888/224/3221226029/index.m3u8
CCTV-8電視劇頻道,http://39.134.24.24/PLTV/88888888/224/3221225666/index.m3u8
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001022/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001849/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001022/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001849/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://111.20.33.70/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8電視劇頻道,http://111.20.33.70/PLTV/88888893/224/3221226407/index.m3u8
CCTV-9紀錄頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9紀錄頻道,http://39.134.24.24/PLTV/88888888/224/3221225672/index.m3u8
CCTV-9紀錄頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001023/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9紀錄頻道,http://111.20.33.70/PLTV/88888893/224/3221226197/index.m3u8
CCTV-10科教頻道,http://39.134.24.24/PLTV/88888888/224/3221225823/index.m3u8
CCTV-10科教頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教頻道,http://39.134.24.24/PLTV/88888888/224/3221225782/index.m3u8
CCTV-10科教頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教頻道,http://111.20.33.70/PLTV/88888893/224/3221226189/index.m3u8
CCTV-11戲曲頻道,http://39.134.24.24/PLTV/88888888/224/3221225825/index.m3u8
CCTV-11戲曲頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-11戲曲頻道,http://39.134.24.24/PLTV/88888888/224/3221225774/index.m3u8
CCTV-11戲曲頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-11戲曲頻道,http://111.20.33.70/PLTV/88888893/224/3221226240/index.m3u8
CCTV-12社會與法頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-12社會與法頻道,http://111.20.33.70/PLTV/88888893/224/3221226190/index.m3u8
CCTV-12社會與法頻道,http://39.134.24.24/PLTV/88888888/224/3221225702/index.m3u8
CCTV-12社會與法頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://39.134.24.24/PLTV/88888888/224/3221225827/index.m3u8
CCTV-13新聞頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001014/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://39.134.24.24/PLTV/88888888/224/3221225650/index.m3u8
CCTV-13新聞頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://111.20.33.70/PLTV/88888893/224/3221226233/index.m3u8
CCTV-14少兒頻道,http://39.134.24.24/PLTV/88888888/224/3221225857/index.m3u8
CCTV-14少兒頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少兒頻道,http://39.134.24.24/PLTV/88888888/224/3221225658/index.m3u8
CCTV-14少兒頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少兒頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少兒頻道,http://111.20.33.70/PLTV/88888893/224/3221226193/index.m3u8
CCTV-15音樂頻道,http://39.134.24.24/PLTV/88888888/224/3221225636/index.m3u8
CCTV-15音樂頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-16奧林匹克頻道,http://111.20.33.70/PLTV/88888893/224/3221226921/index.m3u8


CCTV-17農業農村頻道,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8 
CCTV-17農業農村頻道,http://39.134.24.24/PLTV/88888888/224/3221225859/index.m3u8
CCTV-17農業農村頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17農業農村頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17農業農村頻道,http://111.20.33.70/PLTV/88888893/224/3221226198/index.m3u8
CCTV-17農業農村頻道,http://111.20.33.70/PLTV/88888893/224/3221226208/index.m3u8
CCTV-5+體育賽事頻道,http://39.134.24.24/PLTV/88888888/224/3221225641/index.m3u8
CCTV-5+體育賽事頻道,http://39.134.24.24/PLTV/88888888/224/3221225718/index.m3u8
CCTV-5+體育賽事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+體育賽事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+體育賽事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001592/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+體育賽事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+體育賽事頻道,http://111.20.33.70/PLTV/88888893/224/3221226221/index.m3u8
CGTN-英語新聞頻道,http://39.134.24.24/PLTV/88888888/224/3221225736/index.m3u8
CGTN-英語新聞頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com



CGTN-Documentary紀錄頻道,https://0472.org/hls/cgtnd.m3u8
CGTN-Pусский俄語頻道,https://0472.org/hls/cgtne.m3u8
CGTN-Français法語頻道,https://0472.org/hls/cgtnf.m3u8
CGTN-Español西班牙語頻道,https://0472.org/hls/cgtnx.m3u8
CGTN-英語新聞頻道,https://0472.org/hls/cgtna.m3u8





CGTN-Español西班牙語頻道,video://http://www.eztv1.cn/zb/index.php?id=13
CGTN-英語新聞頻道,video://http://www.eztv1.cn/zb/index.php?id=14
CGTN-Pусский俄語頻道,video://http://www.eztv1.cn/zb/index.php?id=15
CGTN-العربية阿拉伯語頻道,video://http://www.eztv1.cn/zb/index.php?id=19
CGTN-Français法語頻道,video://http://www.eztv1.cn/zb/index.php?id=137





CCTV-4K超高清頻道,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221227140/index.m3u8

CCTV-4K超高清頻道,http://xiaoya.crccxw.top:35455/nptv/cctv4k.m3u8
CCTV-8K超高清頻道,http://xiaoya.crccxw.top:35455/nptv/cctv8k.m3u8

CCTV-4K超高清頻道,http://jackgao.top:35455/nptv/cctv4k.m3u8
CCTV-8K超高清頻道,http://jackgao.top:35455/nptv/cctv8k.m3u8

CCTV-4K超高清頻道,http://yemingjkl.x3322.net:35455/nptv/cctv4k.m3u8
CCTV-8K超高清頻道,http://yemingjkl.x3322.net:35455/nptv/cctv8k.m3u8


CETV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8



CETV-1,http://hy.baojihzjc.com:9001/udp/239.109.205.47:8312
CETV-1,http://hy.baojihzjc.com:9001/udp/239.109.205.78:8560
CETV-1,http://hy.baojihzjc.com:9001/udp/239.112.205.137:5140
CETV-1,http://hy.baojihzjc.com:9001/udp/239.112.205.201:5140
CETV-2,http://hy.baojihzjc.com:9001/udp/239.109.205.48:8320
CETV-2,http://hy.baojihzjc.com:9001/udp/239.111.205.168:5140
CETV-4,http://hy.baojihzjc.com:9001/udp/239.109.205.49:8328
CETV-4,http://hy.baojihzjc.com:9001/udp/239.111.205.169:5140

CETV-1,http://summer-xa.icopylock.com:8888/udp/239.109.205.47:8312
CETV-1,http://summer-xa.icopylock.com:8888/udp/239.109.205.78:8560
CETV-1,http://summer-xa.icopylock.com:8888/udp/239.112.205.137:5140
CETV-1,http://summer-xa.icopylock.com:8888/udp/239.112.205.201:5140
CETV-2,http://summer-xa.icopylock.com:8888/udp/239.109.205.48:8320
CETV-2,http://summer-xa.icopylock.com:8888/udp/239.111.205.168:5140
CETV-4,http://summer-xa.icopylock.com:8888/udp/239.109.205.49:8328
CETV-4,http://summer-xa.icopylock.com:8888/udp/239.111.205.169:5140




CETV-1,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000027253/index.m3u8?channel-id=ystenlive&Contentid=1000000002000027253&livemode=1&stbId=3
CETV-4,http://zteres.sn.chinamobile.com:6060/000000001000/1000000005000025333/index.m3u8?channel-id=ystenlive&Contentid=1000000005000025333&livemode=1&stbId=3




CETV-1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001063/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-2,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-3,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-3,http://111.20.33.70/PLTV/88888893/224/3221226226/index.m3u8
CETV-4,http://39.134.24.24/PLTV/88888888/224/3221225873/index.m3u8
CETV-4,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4,http://111.20.33.70/PLTV/88888893/224/3221226225/index.m3u8



CCTV-4中文國際頻道(歐洲),http://home.kqysw.com:4000/udp/239.69.1.231:11028
CCTV-4中文國際頻道(美洲),http://home.kqysw.com:4000/udp/239.69.1.232:11034

CCTV-4中文國際頻道(歐洲),http://yemingjkl.x3322.net:35455/mgtv/608807419.m3u8
CCTV-4中文國際頻道(美洲),http://yemingjkl.x3322.net:35455/mgtv/608807416.m3u8

CCTV-4中文國際頻道(歐洲),http://xiaoya.crccxw.top:35455/mgtv/608807419.m3u8
CCTV-4中文國際頻道(美洲),http://xiaoya.crccxw.top:35455/mgtv/608807416.m3u8


CCTV-4中文國際頻道(歐洲),http://jackgao.top:35455/mgtv/608807419.m3u8
CCTV-4中文國際頻道(美洲),http://jackgao.top:35455/mgtv/608807416.m3u8

CCTV-4中文國際頻道(歐洲),http://ht.ikhs.cn:8880/udp/239.69.1.231:11028
CCTV-4中文國際頻道(美洲),http://ht.ikhs.cn:8880/udp/239.69.1.232:11034
CCTV-4中文國際頻道(歐洲),http://ik6.iptv8.net:8888/udp/225.1.5.31:1342
CCTV-4中文國際頻道(美洲),http://ik6.iptv8.net:8888/udp/225.1.5.32:1343



CCTV-4中文國際頻道(歐洲),http://www.lizhinas.top:1009/udp/239.252.219.192:5140
CCTV-4中文國際頻道(美洲),http://www.lizhinas.top:1009/udp/239.252.219.193:5140





鳳凰衛視中文台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
鳳凰衛視中文台,http://111.20.33.70/PLTV/88888893/224/3221226547/index.m3u8
鳳凰衛視資訊台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002187/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
鳳凰衛視資訊台,http://111.20.33.70/PLTV/88888893/224/3221226546/index.m3u8
鳳凰衛視香港台,http://cdn.jdshipin.com/jisu.php?id=fhxg
鳳凰衛視香港台,http://bx.757888.xyz/api.php?id=fhhk
鳳凰衛視香港台,https://k44991.kylintv.tv/live/pxhkus_iphone.m3u8
鳳凰衛視香港台,http://mag.greatott.me:80/play/live.php?mac=00:1A:79:11:ED:45&stream=153402&extension=ts&play_token=Va2HtR9jUD
鳳凰衛視香港台,http://tv.greatstar.me:80/play/live.php?mac=00:1A:79:E5:D4:63&stream=153402&extension=ts&play_token=vBulb9w1pg
鳳凰衛視香港台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:32:C6:2F&stream=153402&extension=ts&play_token=v43osRykOm
鳳凰衛視電影台,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
鳳凰衛視電影台,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8?key=txiptv
鳳凰衛視電影台,https://hls-gateway.vpstv.net/streams/708910.m3u8
鳳凰衛視美洲台,https://k44991.kylintv.tv/live/pxnaus_iphone.m3u8
鳳凰衛視美洲台,http://mag.greatott.me:80/play/live.php?mac=00:1A:79:11:ED:45&stream=156408&extension=ts&play_token=SKgVNFln5O

星空衛視,http://61.63.19.241:8597/http/192.168.1.10:8078/hls/36/80/xingkong.m3u8
星空衛視,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空衛視,http://vl15191373.imwork.net:8880/udp/239.93.1.10:2193
星空衛視,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
CHANNEL[V],http://vl15191373.imwork.net:8880/udp/239.93.1.7:2194
CHANNEL[V],http://vl15191373.imwork.net:8880/udp/239.93.0.157:2194




陝西新聞資訊,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001580/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西新聞資訊,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001719/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西新聞資訊,http://111.20.33.70/PLTV/88888893/224/3221226357/index.m3u8
陝西都市青春,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001593/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西都市青春,http://111.20.33.70/PLTV/88888893/224/3221226358/index.m3u8
陝西銀齡,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001729/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西銀齡,http://111.20.33.70/PLTV/88888893/224/3221226359/index.m3u8
陝西銀齡,http://live.cooltv.top/tv/tide.php?id=sxsh

陝西秦腔,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001739/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西秦腔,http://111.20.33.70/PLTV/88888893/224/3221226361/index.m3u8
陝西秦腔,http://live.cooltv.top/tv/tide.php?id=sxgg
陝西樂家購物,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001731/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西樂家購物,http://111.20.33.70/PLTV/88888893/224/3221226362/index.m3u8
陝西樂家購物,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001759/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西樂家購物,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001759/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西樂家購物,http://111.20.33.70/PLTV/88888893/224/3221226365/index.m3u8
陝西體育休閒,http://111.20.33.70/PLTV/88888893/224/3221226363/index.m3u8
陝西體育休閒,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001594/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

陝西西部電影,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001749/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西西部電影,http://111.20.33.70/PLTV/88888893/224/3221226364/index.m3u8
陝西移動頻道,video://http://www.sxtvs.com/sxtvs_ydpd/index.html


陝西衛視,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001062/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西衛視,http://39.134.24.24/PLTV/88888888/224/3221229106/index.m3u8
陝西衛視,http://39.134.24.24/PLTV/88888888/224/3221229106/index.m3u8
陝西衛視,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001437/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西衛視,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001539/index.m3u8?virtualDomain=yinhe.live_hls.zte.com


陝西衛視,http://111.20.33.70/PLTV/88888893/224/3221225821/index.m3u8

農林衛視,http://39.134.24.24/PLTV/88888888/224/3221225877/index.m3u8
農林衛視,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001312/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
農林衛視,http://111.20.33.70/PLTV/88888893/224/3221226229/index.m3u8





臨潼綜合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002790/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
閻良綜合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002789/index.m3u8?virtualDomain=yinhe.live_hls.zte.com


臨潼綜合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227062/1.m3u8

三原綜合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002877/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
涇陽綜合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002566/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
富平-1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002561/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
鄠邑-1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002655/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
興平融媒,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002562/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
周至-1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002576/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

臨潼綜合,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225966/index.m3u8
閻良綜合,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225866/index.m3u8
高陵綜合(維修),http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225970/index.m3u8
三原綜合,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225973/index.m3u8 
涇陽綜合,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225917/index.m3u8
長安綜合(維修),http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225896/index.m3u8
