🐱發發貓,#genre#
CCTV-8电视剧频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001849/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8电视剧频道,http://111.20.33.70/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧频道,http://111.20.33.70/PLTV/88888893/224/3221226407/index.m3u8
CCTV-9纪录频道,http://39.134.24.24/PLTV/88888888/224/3221225672/index.m3u8
CCTV-9纪录频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001023/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9纪录频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9纪录频道,http://111.20.33.70/PLTV/88888893/224/3221226197/index.m3u8
CCTV-10科教频道,http://39.134.24.24/PLTV/88888888/224/3221225782/index.m3u8
CCTV-10科教频道,http://39.134.24.24/PLTV/88888888/224/3221225823/index.m3u8
CCTV-10科教频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教频道,http://111.20.33.70/PLTV/88888893/224/3221226189/index.m3u8
CCTV-11戏曲频道,http://39.134.24.24/PLTV/88888888/224/3221225774/index.m3u8
CCTV-11戏曲频道,http://39.134.24.24/PLTV/88888888/224/3221225825/index.m3u8
CCTV-11戏曲频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-11戏曲频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-11戏曲频道,http://111.20.33.70/PLTV/88888893/224/3221226240/index.m3u8
CCTV-12社会与法频道,http://39.134.24.24/PLTV/88888888/224/3221225702/index.m3u8
CCTV-12社会与法频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-12社会与法频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-12社会与法频道,http://111.20.33.70/PLTV/88888893/224/3221226190/index.m3u8
CCTV-13新闻频道,http://39.134.24.24/PLTV/88888888/224/3221225650/index.m3u8
CCTV-13新闻频道,http://39.134.24.24/PLTV/88888888/224/3221225827/index.m3u8
CCTV-13新闻频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001014/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新闻频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新闻频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新闻频道,http://111.20.33.70/PLTV/88888893/224/3221226233/index.m3u8
CCTV-14少儿频道,http://39.134.24.24/PLTV/88888888/224/3221225658/index.m3u8
CCTV-14少儿频道,http://39.134.24.24/PLTV/88888888/224/3221225857/index.m3u8
CCTV-14少儿频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少儿频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少儿频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少儿频道,http://111.20.33.70/PLTV/88888893/224/3221226193/index.m3u8
CCTV-15音乐频道,http://39.134.24.24/PLTV/88888888/224/3221225636/index.m3u8
CCTV-15音乐频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-16奥林匹克频道,http://111.20.33.70/PLTV/88888893/224/3221226921/index.m3u8
CCTV-17农业农村频道,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8 
CCTV-17农业农村频道,http://39.134.24.24/PLTV/88888888/224/3221225859/index.m3u8
CCTV-17农业农村频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17农业农村频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17农业农村频道,http://111.20.33.70/PLTV/88888893/224/3221226198/index.m3u8
CCTV-17农业农村频道,http://111.20.33.70/PLTV/88888893/224/3221226208/index.m3u8
CCTV-5+体育赛事频道,http://39.134.24.24/PLTV/88888888/224/3221225641/index.m3u8
CCTV-5+体育赛事频道,http://39.134.24.24/PLTV/88888888/224/3221225718/index.m3u8
CCTV-5+体育赛事频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+体育赛事频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+体育赛事频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001592/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+体育赛事频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+体育赛事频道,http://111.20.33.70/PLTV/88888893/224/3221226221/index.m3u8
CGTN,http://39.134.24.24/PLTV/88888888/224/3221225736/index.m3u8
CGTN,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001063/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-2,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-3,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-3,http://111.20.33.70/PLTV/88888893/224/3221226226/index.m3u8
CETV-4,http://39.134.24.24/PLTV/88888888/224/3221225873/index.m3u8
CETV-4,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4,http://111.20.33.70/PLTV/88888893/224/3221226225/index.m3u8
陕西新闻资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001580/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西新闻资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001719/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西新闻资讯,http://111.20.33.70/PLTV/88888893/224/3221226357/index.m3u8
陕西新闻资讯HD,http://live.cooltv.top/tv/tide.php?id=sxxwzx
陕西都市青春,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001593/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西都市青春,http://111.20.33.70/PLTV/88888893/224/3221226358/index.m3u8
陕西都市青春HD,http://live.cooltv.top/tv/tide.php?id=sxdsqc
陕西生活,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001729/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西生活,http://111.20.33.70/PLTV/88888893/224/3221226359/index.m3u8
陕西生活,http://live.cooltv.top/tv/tide.php?id=sxsh
陕西影视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001730/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西影视,http://111.20.33.70/PLTV/88888893/224/3221226360/index.m3u8
陕西公共,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001739/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西公共,http://111.20.33.70/PLTV/88888893/224/3221226361/index.m3u8
陕西公共,http://live.cooltv.top/tv/tide.php?id=sxgg
陕西乐家购物,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001731/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西乐家购物,http://111.20.33.70/PLTV/88888893/224/3221226362/index.m3u8
陕西乐家购物,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001759/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西乐家购物,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001759/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西乐家购物,http://111.20.33.70/PLTV/88888893/224/3221226365/index.m3u8
陕西体育休闲,http://111.20.33.70/PLTV/88888893/224/3221226363/index.m3u8
陕西体育休闲,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001594/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西体育休闲,http://live.cooltv.top/tv/tide.php?id=sxtyxx
陕西西部电影,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001749/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西西部电影,http://111.20.33.70/PLTV/88888893/224/3221226364/index.m3u8
陕西移动,http://lu1.cc/c/tv/sjtv/p/tide.php?id=sxyd
陕西移动,http://live.cooltv.top/tv/tide.php?id=sxyd
临潼综合,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225966/index.m3u8
临潼影视,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225967/index.m3u8
高陵综合,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225970/index.m3u8
泾渭影视,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225971/index.m3u8
阎良综合,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225866/index.m3u8
凤凰中文,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰中文,http://111.20.33.70/PLTV/88888893/224/3221226547/index.m3u8
凤凰资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002187/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰资讯,http://111.20.33.70/PLTV/88888893/224/3221226546/index.m3u8

星空卫视,http://ainm.cc/a/play/php/gudou.php?id=xkws
星空卫视,https://t.68l.cc/gudou.php?id=xingkong_1500
星空卫视,https://t.68l.cc/gd.php?id=xingkong_1500
星空卫视,http://lu1.cc/a/play/php/gudou.php?id=xkws

星空卫视,http://ddns.qc.to:4022/udp/239.93.1.10:2193
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.1.10:2193
星空卫视,http://222.212.90.192:18000/udp/239.93.1.10:2193

星空卫视,http://ddns.qc.to:4022/udp/239.93.0.156:2193
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
星空卫视,http://222.212.90.192:18000/udp/239.93.0.156:2193
星空卫视,http://210.210.155.37/x6bnqe/s/s94/index2.m3u8

CHANNEL[V],http://ddns.qc.to:4022/udp/239.93.0.157:2194
CHANNEL[V],http://vl15191373.imwork.net:8880/udp/239.93.0.157:2194
CHANNEL[V],http://222.212.90.192:18000/udp/239.93.0.157:2194

CHANNEL[V],http://ddns.qc.to:4022/udp/239.93.1.7:2194
CHANNEL[V],http://vl15191373.imwork.net:8880/udp/239.93.1.7:2194
CHANNEL[V],http://222.212.90.192:18000/udp/239.93.1.7:2194

CHANNEL[V],http://103.112.191.9:880/LAOSAT1070.m3u8

西安新闻综合,http://111.20.33.70/PLTV/88888893/224/3221226366/index.m3u8
西安新闻综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001720/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安新闻综合,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
西安都市频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001595/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安都市频道,http://111.20.33.70/PLTV/88888893/224/3221226367/index.m3u8
西安都市频道,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
西安商务资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001732/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安商务资讯,http://111.20.33.70/PLTV/88888893/224/3221226368/index.m3u8
西安商务资讯,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
西安影视频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001769/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安影视频道,http://111.20.33.70/PLTV/88888893/224/3221226369/index.m3u8
西安影视频道,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安丝路频道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001779/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安丝路频道,http://111.20.33.70/PLTV/88888893/224/3221226370/index.m3u8
西安丝路频道,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安乐购频道,http://host.gaoxincloud.cn:4000/udp/239.111.205.30:5140
西安乐购频道,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西安移动电视,http://stream2.xiancity.cn/xatv7/sd/live.m3u8
西安教育电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001789/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西安教育电视台,http://111.20.33.70/PLTV/88888893/224/3221226371/index.m3u8
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001062/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://39.134.24.24/PLTV/88888888/224/3221229106/index.m3u8
陕西卫视,http://39.134.24.24/PLTV/88888888/224/3221226017/index.m3u8
陕西卫视,http://39.134.24.24/PLTV/88888888/224/3221229106/index.m3u8
陕西卫视,,http://39.134.24.24/PLTV/88888888/224/3221225851/index.m3u8
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001323/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001437/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001539/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001569/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001597/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001679/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001323/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://111.20.33.70/PLTV/88888893/224/3221226388/index.m3u8
陕西卫视,http://111.20.33.70/PLTV/88888893/224/3221225821/index.m3u8
陕西卫视,http://111.20.33.70/PLTV/88888893/224/3221226246/index.m3u8
陕西卫视,http://111.20.33.70/PLTV/88888893/224/3221226457/index.m3u8


陕西卫视HD,http://host.gaoxincloud.cn:4000/udp/239.109.205.66:8464
陕西卫视HD,https://t.68l.cc/gd.php?id=1452_4500
陕西卫视HD,https://t.68l.cc/gudou.php?id=1452_4500
陕西卫视HD,http://www.namewee.xyz/gudou.php?id=1452_4500
陕西卫视HD,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=1452_4500
陕西卫视HD,http://chihomai.top:5678/gudou.php?phone=18602906577&ptoken=El8Ddz3fhANH3OBzkos2qw%3D%3D&pserialnumber=22702bd68a70cb12&cid=1346&id=1452_4500
陕西卫视HD,http://aweittv.ababa.fit/pay/gudou.php?id=1452_4500





CHC家庭影院,http://111.20.33.70/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影,http://111.20.33.70/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://111.20.33.70/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
湖南卫视,http://39.134.24.24/PLTV/88888888/224/3221225837/index.m3u8
湖南卫视,http://39.134.24.24/PLTV/88888888/224/3221225616/index.m3u8
湖南卫视,http://39.134.24.24/PLTV/88888888/224/3221225694/index.m3u8
湖南卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001339/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001027/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001042/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南卫视,http://111.20.33.70/PLTV/88888893/224/3221226211/index.m3u8
北京卫视,http://39.134.24.24/PLTV/88888888/224/3221225833/index.m3u8
北京卫视,http://39.134.24.24/PLTV/88888888/224/3221225646/index.m3u8
北京卫视,http://39.134.24.24/PLTV/88888888/224/3221225724/index.m3u8
北京卫视,http://39.134.24.24/PLTV/88888888/224/3221225735/index.m3u8
北京卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001025/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001034/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001335/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001034/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视,http://111.20.33.70/PLTV/88888893/224/3221226222/index.m3u8
东方卫视,http://39.134.24.24/PLTV/88888888/224/3221225622/index.m3u8
东方卫视,http://39.134.24.24/PLTV/88888888/224/3221225676/index.m3u8
东方卫视,http://39.134.24.24/PLTV/88888888/224/3221225835/index.m3u8
东方卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001028/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东方卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001041/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
